[2024-10-23 16:39:42] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-23 16:39:42] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-23 16:39:42] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-23 16:39:44] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-23 16:39:44] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-23 16:39:44] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-23 16:39:44] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582\
[2024-10-23 16:39:44] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/theproduct12/
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css?simply_static_page=78
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:103] Filesize: 228 bytes
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d8dbb95-lBKaIX.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.css
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:52] [class-ss-page.php:119] Checking Content Identical:9f1e798287c8823d02dec9596ef04b221642b844===. Value: FALSE
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css
[2024-10-23 16:39:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 573
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d8e3c4d-6hndTU.tmp
[2024-10-23 16:39:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css?simply_static_page=79
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css?simply_static_page=79
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:103] Filesize: 208 bytes
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d8e3c4d-6hndTU.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-rotate.min.css
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:52] [class-ss-page.php:119] Checking Content Identical:bcacf78c3c86ae4f8cf95248b5859070327aa5e6===. Value: FALSE
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css
[2024-10-23 16:39:52] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 573
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d8eae95-Sp6ANK.tmp
[2024-10-23 16:39:52] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css?simply_static_page=80
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css?simply_static_page=80
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:103] Filesize: 226 bytes
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css
[2024-10-23 16:39:52] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d8eae95-Sp6ANK.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.css
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:52] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:52] [class-ss-page.php:119] Checking Content Identical:e356821711739bf18e2cca7d24b146096e2a6df7===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 573
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d900f19-niBeyb.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css?simply_static_page=81
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css?simply_static_page=81
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 205 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d900f19-niBeyb.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:d24239ce3368865de4cec69f92452f02efddf77e===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 573
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d909bff-QH9iQT.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css?simply_static_page=82
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css?simply_static_page=82
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 262 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d909bff-QH9iQT.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:866924292c7de26caba765a1dca28dff940cc29c===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 0 of 573 pages/files
[2024-10-23 16:39:53] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-23 16:39:53] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-23 16:39:53] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:69] Total pages: 623; Pages remaining: 573
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 623
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d9123da-ubaUFz.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css?simply_static_page=83
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css?simply_static_page=83
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 239 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d9123da-ubaUFz.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-sink.min.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:d1c62cd630b495a3e6132cdb51cc3efc2f7c40f5===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 623
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d91adec-NHwO71.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css?simply_static_page=84
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css?simply_static_page=84
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 282 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d91adec-NHwO71.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:e7e1c1450dd91120c7356819fa50c86e98d797c9===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 623
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d921847-lb9Yue.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css?simply_static_page=85
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css?simply_static_page=85
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 259 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d921847-lb9Yue.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-backward.min.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:31bb8cd8bcce249832de81149d61da49636820b5===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 623
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d92af1b-DJtD7m.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css?simply_static_page=86
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css?simply_static_page=86
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 279 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d92af1b-DJtD7m.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:3a03840cb39ba07c792a6c4d01ccf7e5eb255d73===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 623
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d93436f-FHD54G.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css?simply_static_page=87
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css?simply_static_page=87
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 256 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d93436f-FHD54G.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew-forward.min.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:c6dd2b6588e903848aea0d9198456b488080c92e===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 623
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d93d435-eQqP28.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css?simply_static_page=88
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css?simply_static_page=88
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 220 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d93d435-eQqP28.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:059c5922786a2bcd6c4de27cdf4f4420bea7ca8e===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 623
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d94b4e9-2ABcri.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css?simply_static_page=89
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css?simply_static_page=89
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 200 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d94b4e9-2ABcri.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-skew.min.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:e42e47575da5d3b6d0717084897b232dc49a4bb4===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 623
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d9590a6-QJtNmn.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css?simply_static_page=90
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css?simply_static_page=90
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 620 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\ANKANS~1\AppData\Local\Temp/671926d9590a6-QJtNmn.tmp to C:\xampp\htdocs\theproduct12/wp-content/uploads\simply-static\temp-files/simply-static-1-1729701582/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.css
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-23 16:39:53] [class-ss-page.php:119] Checking Content Identical:de0499a5bbbeedcd2175caa3b726fd27a6cd3664===. Value: FALSE
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:72] URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css
[2024-10-23 16:39:53] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 623
[2024-10-23 16:39:53] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\ANKANS~1\AppData\Local\Temp/671926d9663f0-CPcBJD.tmp
[2024-10-23 16:39:53] [class-ss-page-handler.php:38] URL Prepared:http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css?simply_static_page=91
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/theproduct12/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-wobble-bottom.min.css?simply_static_page=91
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:103] Filesize: 532 bytes
[2024-10-23 16:39:53] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
